date,dataset_group,dataset_split,protocol,experiment,stage,detector,status,outcome,best_epoch,best_map,best_ap50,final_epoch,final_map,final_ap50,n_replicas,source_file,work_dir,notes
2026-06-15,DIOR-R,DIOR_R_dota/test,experiment note,20260615_dior_r_geonexus_s3_scene_adapter_replicas_complete,S3,,completed,positive,,,,,,,,docs/experiments/20260615_dior_r_geonexus_s3_scene_adapter_replicas_complete.md,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s2_hierarchy_reg_s1e12_rep4_20260614/epoch_12.pth,# 2026-06-15 DIOR-R GeoNexus S3 Scene-Adapter Replicas Complete
2026-06-15,DIOR-R,DIOR_R_dota/test,experiment note,20260615_dior_r_s3_epoch8_lr5e5_stability_complete,S3,,completed,positive,,,,,,,,docs/experiments/20260615_dior_r_s3_epoch8_lr5e5_stability_complete.md,,# 2026-06-15 DIOR-R S3 Epoch-8 LR5e-5 Stability Complete
2026-06-15,DIOR-R,DIOR_R_dota/test,experiment note,20260615_dior_r_s3_epoch8_lr5e5_stability_launch,S3,,failed,oom,,,,,,,,docs/experiments/20260615_dior_r_s3_epoch8_lr5e5_stability_launch.md,,# DIOR-R S3 Epoch-8 LR5e-5 Stability Launch
2026-06-15,DIOR-R,DIOR_R_dota/test,"sanitized DIOR_R_dota train_val/test labels, MMRotate DOTAMetric mAP at IoU 0.5",dior_r_geonexus_s3_scene_adapter_replicas rep0,S3,,completed,positive,8,0.6992,0.6990,12,0.6793,0.6790,,docs/experiments/20260615_dior_r_geonexus_s3_scene_adapter_replicas_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_s2e12_rep0_20260614,"DIOR-R S3 gives strong best-checkpoint scene-adapter evidence over S2, but final-checkpoint evidence is only roughly tied with S2. Use best and final means separately."
2026-06-15,DIOR-R,DIOR_R_dota/test,"sanitized DIOR_R_dota train_val/test labels, MMRotate DOTAMetric mAP at IoU 0.5",dior_r_geonexus_s3_scene_adapter_replicas rep1,S3,,completed,positive,8,0.6990,0.6990,12,0.6871,0.6870,,docs/experiments/20260615_dior_r_geonexus_s3_scene_adapter_replicas_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_s2e12_rep1_20260614,"DIOR-R S3 gives strong best-checkpoint scene-adapter evidence over S2, but final-checkpoint evidence is only roughly tied with S2. Use best and final means separately."
2026-06-15,DIOR-R,DIOR_R_dota/test,"sanitized DIOR_R_dota train_val/test labels, MMRotate DOTAMetric mAP at IoU 0.5",dior_r_geonexus_s3_scene_adapter_replicas rep2,S3,,completed,positive,8,0.6956,0.6960,12,0.6912,0.6910,,docs/experiments/20260615_dior_r_geonexus_s3_scene_adapter_replicas_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_s2e12_rep2_20260614,"DIOR-R S3 gives strong best-checkpoint scene-adapter evidence over S2, but final-checkpoint evidence is only roughly tied with S2. Use best and final means separately."
2026-06-15,DIOR-R,DIOR_R_dota/test,"sanitized DIOR_R_dota train_val/test labels, MMRotate DOTAMetric mAP at IoU 0.5",dior_r_s3_epoch8_lr5e5_stability rep0,S3,,completed,positive,2,0.6971,,4,0.6918,,,docs/experiments/20260615_dior_r_s3_epoch8_lr5e5_stability_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_epoch8_lr5e5_stability_rep0_20260615,"Lower than original S3 best mean 0.6979, but improves final stability over original S3 final 0.6859 and S2 final 0.6856."
2026-06-15,DIOR-R,DIOR_R_dota/test,"sanitized DIOR_R_dota train_val/test labels, MMRotate DOTAMetric mAP at IoU 0.5",dior_r_s3_epoch8_lr5e5_stability rep1,S3,,completed,positive,1,0.6876,,4,0.6872,,,docs/experiments/20260615_dior_r_s3_epoch8_lr5e5_stability_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_epoch8_lr5e5_stability_rep1_20260615,"Lower than original S3 best mean 0.6979, but improves final stability over original S3 final 0.6859 and S2 final 0.6856."
2026-06-15,DIOR-R,DIOR_R_dota/test,"sanitized DIOR_R_dota train_val/test labels, MMRotate DOTAMetric mAP at IoU 0.5",dior_r_s3_epoch8_lr5e5_stability rep2,S3,,completed,positive,4,0.6919,,4,0.6919,,,docs/experiments/20260615_dior_r_s3_epoch8_lr5e5_stability_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_epoch8_lr5e5_stability_rep2_20260615,"Lower than original S3 best mean 0.6979, but improves final stability over original S3 final 0.6859 and S2 final 0.6856."
2026-06-15,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S3 scene adapter rep0,S3,RoI Transformer,completed,positive_best_checkpoint_final_tied,8,0.6992,0.6990,12,0.6793,0.6790,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_s2e12_rep0_20260614/20260614_161203/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_s2e12_rep0_20260614,seed 13407; scene-adapter replica
2026-06-15,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S3 scene adapter rep1,S3,RoI Transformer,completed,positive_best_checkpoint_final_tied,8,0.6990,0.6990,12,0.6871,0.6870,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_s2e12_rep1_20260614/20260614_161203/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_s2e12_rep1_20260614,seed 14407; scene-adapter replica
2026-06-15,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S3 scene adapter rep2,S3,RoI Transformer,completed,positive_best_checkpoint_final_tied,8,0.6956,0.6960,12,0.6912,0.6910,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_s2e12_rep2_20260614/20260614_161203/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_s2e12_rep2_20260614,seed 15407; scene-adapter replica
2026-06-15,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S3 scene adapter mean,S3 aggregate,RoI Transformer,completed,positive_best_checkpoint_final_tied,,0.6979,,,0.6859,,3,docs/experiments/20260615_dior_r_geonexus_s3_scene_adapter_replicas_complete.json,,three-replica best/final mean; best single rep0 epoch 8
2026-06-15,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S3 epoch-8 LR5e-5 stability rep0,S3 stability,RoI Transformer,completed,final_stability_improved_best_lower,2,0.6971,,4,0.6918,,,docs/experiments/20260615_dior_r_s3_epoch8_lr5e5_stability_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_epoch8_lr5e5_stability_rep0_20260615,LR5e-5 continuation from original S3 epoch-8 checkpoint
2026-06-15,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S3 epoch-8 LR5e-5 stability rep1,S3 stability,RoI Transformer,completed,final_stability_improved_best_lower,1,0.6876,,4,0.6872,,,docs/experiments/20260615_dior_r_s3_epoch8_lr5e5_stability_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_epoch8_lr5e5_stability_rep1_20260615,LR5e-5 continuation from original S3 epoch-8 checkpoint
2026-06-15,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S3 epoch-8 LR5e-5 stability rep2,S3 stability,RoI Transformer,completed,final_stability_improved_best_lower,4,0.6919,,4,0.6919,,,docs/experiments/20260615_dior_r_s3_epoch8_lr5e5_stability_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_epoch8_lr5e5_stability_rep2_20260615,LR5e-5 continuation from original S3 epoch-8 checkpoint
2026-06-15,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S3 epoch-8 LR5e-5 stability mean,S3 stability aggregate,RoI Transformer,completed,final_stability_improved_best_lower,,0.6922,,,0.6903,,3,docs/experiments/20260615_dior_r_s3_epoch8_lr5e5_stability_complete.json,,lower than original S3 best mean 0.6979; final mean improves over original S3 final 0.6859 and S2 final 0.6856
2026-06-15,DOTA2,DOTA2_1024_500/ss_val,experiment note,20260615_dota2_s3_scene_adapter_loss0_best_launch,S3,,failed,oom,,,,,,,,docs/experiments/20260615_dota2_s3_scene_adapter_loss0_best_launch.md,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s2_hierarchy_ablate_loss0_s1e12_rep3407_20260610/epoch_1.pth,# DOTA2 GeoNexus S3 Scene-Adapter Loss-0 Best Replicas Launch
2026-06-16,DIOR-R,DIOR_R_dota/test,experiment note,20260616_result_analysis_and_claim_boundaries,S0,,completed,negative_to_neutral,,,,,,,,docs/experiments/20260616_result_analysis_and_claim_boundaries.md,,# 2026-06-16 Result Analysis And Claim Boundaries
2026-06-16,DIOR-R,DIOR_R_dota/test,experiment note,20260616_dior_r_s3_stability_e4_lr2p5e5_complete,S3,,completed,neutral,,,,,,,,docs/experiments/20260616_dior_r_s3_stability_e4_lr2p5e5_complete.md,,# 2026-06-16 DIOR-R S3 Stability E4 LR2.5e-5 Complete
2026-06-16,DIOR-R,DIOR_R_dota/test,"sanitized DIOR_R_dota train_val/test labels, MMRotate DOTAMetric mAP at IoU 0.5",dior_r_s3_stability_e4_lr2p5e5 rep0,S3,,completed,neutral,3,0.6950,0.6950,4,0.6924,0.6920,,docs/experiments/20260616_dior_r_s3_stability_e4_lr2p5e5_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_stability_e4_lr2p5e5_rep0_20260616,neutral
2026-06-16,DIOR-R,DIOR_R_dota/test,"sanitized DIOR_R_dota train_val/test labels, MMRotate DOTAMetric mAP at IoU 0.5",dior_r_s3_stability_e4_lr2p5e5 rep1,S3,,completed,neutral,3,0.6872,0.6870,4,0.6871,0.6870,,docs/experiments/20260616_dior_r_s3_stability_e4_lr2p5e5_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_stability_e4_lr2p5e5_rep1_20260616,neutral
2026-06-16,DIOR-R,DIOR_R_dota/test,"sanitized DIOR_R_dota train_val/test labels, MMRotate DOTAMetric mAP at IoU 0.5",dior_r_s3_stability_e4_lr2p5e5 rep2,S3,,completed,neutral,3,0.6903,0.6900,4,0.6882,0.6880,,docs/experiments/20260616_dior_r_s3_stability_e4_lr2p5e5_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_stability_e4_lr2p5e5_rep2_20260616,neutral
2026-06-16,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S3 stability e4 LR2.5e-5 rep0,S3 stability,RoI Transformer,completed,neutral,3,0.6950,0.6950,4,0.6924,0.6920,,docs/experiments/20260616_dior_r_s3_stability_e4_lr2p5e5_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_stability_e4_lr2p5e5_rep0_20260616,LR2.5e-5 continuation from LR5e-5 stability epoch-4 checkpoint
2026-06-16,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S3 stability e4 LR2.5e-5 rep1,S3 stability,RoI Transformer,completed,neutral,3,0.6872,0.6870,4,0.6871,0.6870,,docs/experiments/20260616_dior_r_s3_stability_e4_lr2p5e5_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_stability_e4_lr2p5e5_rep1_20260616,LR2.5e-5 continuation from LR5e-5 stability epoch-4 checkpoint
2026-06-16,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S3 stability e4 LR2.5e-5 rep2,S3 stability,RoI Transformer,completed,neutral,3,0.6903,0.6900,4,0.6882,0.6880,,docs/experiments/20260616_dior_r_s3_stability_e4_lr2p5e5_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dior_r/roi_trans_remoteclip_s3_scene_adapter_stability_e4_lr2p5e5_rep2_20260616,LR2.5e-5 continuation from LR5e-5 stability epoch-4 checkpoint
2026-06-16,DIOR-R formal,DIOR_R_dota/test,sanitized DIOR-R formal,S3 stability e4 LR2.5e-5 mean,S3 stability aggregate,RoI Transformer,completed,neutral,,0.6908,,,0.6892,,3,docs/experiments/20260616_dior_r_s3_stability_e4_lr2p5e5_complete.json,,neutral final-stability follow-up; final mean above S2 final 0.6856 but below useful threshold 0.6903
2026-06-16,DOTA2,DOTA2_1024_500/ss_val,experiment note,20260616_dota2_s3_scene_adapter_loss0_best_complete,S3,,completed,negative_to_neutral,,,,,,,,docs/experiments/20260616_dota2_s3_scene_adapter_loss0_best_complete.md,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s3_scene_adapter_loss0_best_rep3407_20260615/20260615_150453/vis_data/scalars.json,# 2026-06-16 DOTA2 S3 Scene-Adapter Loss-0-Best Replicas Complete
2026-06-16,DOTA2,DOTA2_1024_500/ss_val,"valid-PNG DOTA2_1024_500 train/ss_val labels, MMRotate DOTAMetric mAP at IoU 0.5",dota2_s3_scene_adapter_loss0_best rep3407,S3,,completed,negative_to_neutral,2,0.6214,0.6210,4,0.6132,0.6130,,docs/experiments/20260616_dota2_s3_scene_adapter_loss0_best_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s3_scene_adapter_loss0_best_rep3407_20260615,"DOTA2 S3 completed cleanly but is not stronger than S2 loss-0: best mean 0.619927 is below S2 best mean 0.620606, and final mean 0.615078 is below S2 final mean 0.616655. Treat as exploratory/negative-to-neutral DOTA2 S3"
2026-06-16,DOTA2,DOTA2_1024_500/ss_val,"valid-PNG DOTA2_1024_500 train/ss_val labels, MMRotate DOTAMetric mAP at IoU 0.5",dota2_s3_scene_adapter_loss0_best rep4407,S3,,completed,negative_to_neutral,1,0.6176,0.6180,4,0.6154,0.6150,,docs/experiments/20260616_dota2_s3_scene_adapter_loss0_best_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s3_scene_adapter_loss0_best_rep4407_20260615,"DOTA2 S3 completed cleanly but is not stronger than S2 loss-0: best mean 0.619927 is below S2 best mean 0.620606, and final mean 0.615078 is below S2 final mean 0.616655. Treat as exploratory/negative-to-neutral DOTA2 S3"
2026-06-16,DOTA2,DOTA2_1024_500/ss_val,"valid-PNG DOTA2_1024_500 train/ss_val labels, MMRotate DOTAMetric mAP at IoU 0.5",dota2_s3_scene_adapter_loss0_best rep5407,S3,,completed,negative_to_neutral,1,0.6208,0.6210,4,0.6166,0.6170,,docs/experiments/20260616_dota2_s3_scene_adapter_loss0_best_complete.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s3_scene_adapter_loss0_best_rep5407_20260615,"DOTA2 S3 completed cleanly but is not stronger than S2 loss-0: best mean 0.619927 is below S2 best mean 0.620606, and final mean 0.615078 is below S2 final mean 0.616655. Treat as exploratory/negative-to-neutral DOTA2 S3"
2026-06-16,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S3 scene adapter rep3407,S3,RoI Transformer,completed,negative_to_neutral,2,0.6214,0.6210,4,0.6132,0.6130,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s3_scene_adapter_loss0_best_rep3407_20260615/20260615_150453/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s3_scene_adapter_loss0_best_rep3407_20260615,seed 93407; scene-adapter replica from loss-0 best checkpoint
2026-06-16,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S3 scene adapter rep4407,S3,RoI Transformer,completed,negative_to_neutral,1,0.6176,0.6180,4,0.6154,0.6150,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s3_scene_adapter_loss0_best_rep4407_20260615/20260615_150453/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s3_scene_adapter_loss0_best_rep4407_20260615,seed 94407; scene-adapter replica from loss-0 best checkpoint
2026-06-16,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S3 scene adapter rep5407,S3,RoI Transformer,completed,negative_to_neutral,1,0.6208,0.6210,4,0.6166,0.6170,,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s3_scene_adapter_loss0_best_rep5407_20260615/20260615_150453/vis_data/scalars.json,/data5/2025/ldh/OpenRSD/work_dirs/geonexus_dota2/roi_trans_remoteclip_s3_scene_adapter_loss0_best_rep5407_20260615,seed 95407; scene-adapter replica from loss-0 best checkpoint
2026-06-16,DOTA2 formal,DOTA2_1024_500/ss_val,valid-PNG formal,S3 scene adapter mean,S3 aggregate,RoI Transformer,completed,negative_to_neutral,,0.6199,,,0.6151,,3,docs/experiments/20260616_dota2_s3_scene_adapter_loss0_best_complete.json,,three-replica best/final mean; below DOTA2 S2 loss-0 best and final means
